Company;Var;Sales/Revenue;Cost of Goods Sold (COGS) incl. D&A;Short term Debt;Long Term Debt;Total Assets/Liabilities;Total Equity;Net Operating Cash Flow;Net Investing CashFlow;FreeCashFlow;Variation EPS année suivante(+ =>1 & - =>0)
AirArabia;Var 1;-0.130569802928415;0.112775199245796;-0.0843926299197466;0.0894412388764805;0.0164459092459996;0.0260227169973013;1.69288343486479;1.5358243876967;-6.49588151127267;1
AirArabia;Var 2;-0.0413364164501668;-0.106353234946046;-0.0360561544003826;0.104324033900573;0.0425770647737584;0.0428942521636276;-0.115720780236783;-6.10376881125958;0.854247920922842;1
AirArabia;Var 3;-0.069259759806876;-0.159691340617174;0.0787728737757094;0.344346118233718;0.0630760643738397;-0.0709714507006639;-0.388514629439683;-5.93592458629285;0.58592315153016;1
AirArabia;Var 4;0.305847133980108;0.173025486430709;0.236310088120747;0.1360266155163;0.0557360904467668;-0.0732705821040516;-0.468282004079805;1.21562329141607;0.519847252158529;0
AirArabia;Var 5;-0.14846729650904;-0.0515466690466904;-0.208796367929828;0.0184127976879917;-0.0182811097170242;0.0589645566625545;1.56580758999586;-0.726377883430181;-5.71052324299078;1
AirArabia;Var 6;-0.0112109100147521;-0.0348742778031294;-0.110121300302521;0.133382672975546;0.0304017470500191;0.00916938657842616;0.098105972789151;-3.57313855460454;0.79251856534945;1
AirArabia;Var 7;-0.0549634366580809;-0.0231533423088429;0.180108010752717;-0.0443232851916225;0.00938047328208187;-0.00680789738353609;-0.473280939763209;-6.7297168867547;0.712472627312119;1
AirArabia;Var 8;0.257832516945;0.109892543982586;0.0851691380823854;0.0724927694163854;0.0151151957300993;-0.0639422358343277;0.0515177445505315;0.88635400320321;-2.15014907959554;0
AirArabia;Var 9;-0.275709871217148;0.0538915737901621;-0.0666589744773158;-0.0177996771274992;0.00363861657383231;0.0601171459681858;0.930798915534159;-2.44937934176062;-3.02060678388082;1
AirArabia;Var 10;-0.00474664112200036;-0.213264491453406;-0.0338687802231246;0.0585708376944909;0.050590019562984;0.0813449312532891;0.153981468541552;0.875243487734821;-0.430826469331409;1
AirArabia;Var 12;0.284298016782093;0.111109696097534;0.0606388253767112;0.0223704768066507;-0.00430115003156803;-0.0546468829622491;4.00849638903466;1.61104928320072;-1.56717733532916;0
AirArabia;Var 13;-0.262412401747325;-0.011608078662403;-0.0352982617898952;0.0076459266520269;0.00191863137628495;0.0142894786605248;1.30771610328053;-1.65950819300077;-0.208045664193428;1
AirArabia;Var 14;0.0219668208627135;-0.0669631007815862;-0.0920983996055804;-0.0329896745460859;0.015876665343511;0.109640254791886;-0.0757020176250314;-0.190042757469653;0.142858836711585;0
AirArabia;Var 15;0.0694994118237113;0.0438642643787208;0.018163486670333;-0.00437129747367836;0.0222865443258678;0.0451959529182063;-0.148838623657926;0.125637077360168;0.819746852953382;1
AirArabia;Var 16;0.366594938071471;0.180698154667175;0.166432908959185;-0.040301156494633;-0.0131077167311356;-0.0569757732033092;-0.34084038694075;1.00010335020009;-2.56239208011972;0
AirArabia;Var 18;0.00499994141837832;-0.15555962702168;-0.0709148210330049;-0.0335871717414018;0.015946083906095;0.0843733902491361;-0.183555960733019;-2.657579817955;0.288418415283433;1
AirArabia;Var 19;0.111379893581572;0.0371001950268162;-0.0291642376455138;0.0857432743223837;-0.144294057853066;-0.326841615111074;-0.604118185849157;1.46530488498124;0.593158691595366;1
AirArabia;Var 20;0.257091907201175;0.121353443726589;0.0670632349047127;-0.0809115201050161;0.0151448985572592;0.087696959044382;0.828943065502469;-2.76719878373242;-0.291673518135477;0
AirArabia;Var 21;-0.202345058160558;-0.0733107707981122;0.0860154129484711;0.0272084577228625;0.0395085903169597;0.0282819416645732;0.926270288633895;-4.21667460402808;-0.0253804045588246;0
AirArabia;Var 22;-0.21421360685835;-0.129909833692249;0.0200293852190689;0.000171466943020189;0.00728743097847896;0.00707708853760049;0.856939970853329;-1.41564748254405;0.00837052477505444;0
AirArabia;Var 23;-0.867082920075352;-0.625462604886356;0.116346317532538;-0.00352153695584825;0.0558714419928844;0.0760482708857001;-0.242959260184954;0.254336634242739;2.12761933630301;1
AirArabia;Var 24;1.44966112446581;0.0762791278815519;0.264719459845747;0.220235003969353;0.0282380930158731;-0.245527175921544;-0.259300344677311;0.80012163779404;-1.95062031404312;1
AirArabia;Var 25;0.827308689593136;0.395425405670356;-0.156161907520486;0.0472971997521389;-0.0312933145731561;-0.0225889833812792;-0.926091588218514;1.59265802905379;0.370817529645362;1
AirArabia;Var 26;0.0668475372695998;0.11306666789916;0.0575751376102099;-0.0225986819315272;0.00279540312878318;-0.00375253656100267;0.401984138950035;3.63031356961466;0.600883235141816;0
AirArabia;Var 27;-0.133586765592638;-0.119839137638222;-0.0330739251818742;-0.0848982181514002;-0.0114450636009617;0.104020615299689;3.68438938357638;-1.22918144586788;-2.56705018359853;1
AirArabia;Var 28;0.622629177307883;0.368699770954372;0.0140406245415114;-0.0846537664694282;0.00111198916367743;0.0871356076732575;0.0326268618340098;0.938287661434015;-0.291001550983433;1
AirArabia;Var 30;-0.133117444233557;-0.0262246639972685;0.020678755158583;-0.0388015856453514;0.0150700768293958;0.0568624872299223;1.1416033360121;1.25961838898494;0.52571057826369;0
AirArabia;Var 31;-0.013086159187026;0.116270114993823;0.0719377370410746;-0.028992507564924;0.0488522499400941;0.0955800177349699;2.44537353299216;-10.5120552011875;-1.44209208917865;1
AirArabia;Var 32;0.441982963258241;0.354726588645953;0.162480638449795;-0.0528102283731934;0.0372616725862818;0.0327572203696284;-0.550466268633165;-0.382198754148971;0.39893260743647;0
AirArabia;Var 33;-0.132516167835425;-0.186876662549376;0.0981741371063048;-0.0369424179715255;0.0284963719039862;0.0280929205056133;0.742971006474801;-0.167919225945827;-0.743305943750892;0
AirArabia;Var 34;0.0257650270870834;0.0697256039709294;-0.02288623598123;-0.0151403491797286;0.0152854568793644;0.0566528051218106;-0.475727337105055;-0.770859622584328;0.60659373656446;1
AirArabia;Var 35;-0.0234455793593818;-0.0918428967879704;-0.0573348296171634;0.0191289839200936;0.00170859364668212;0.0264088107914119;-0.350461485145001;1.14257114025045;0.0161037579290047;1
AirArabia;Var 36;0.167748342377948;0.262529845672391;0.22016862942396;-0.0469082333484984;0.0131515669080339;-0.0644837816724287;1.27787366573779;-5.01450790070056;0.118544159477186;0
AirArabia;Var 37;-0.0519684672192103;0.00751732230477116;-0.0833413293278192;-0.0403457978453658;-0.00981942010673055;0.0575955798200941;-0.118292724224928;0.216940327361773;-4.96593659365937;0
AirChina;Var 1;0.011269087162511;0.040213885873931;-0.0892855048027575;0.0799982729586533;0.00133778477284419;0.00467902995621918;0.548816549340303;0.30584415326152;-2.64194938173876;1
AirChina;Var 2;0.206812155458961;0.0671701547257381;-0.0534215301293137;0.0296564980442927;-0.00820842638562622;-0.0135822397697053;0.333171055648658;0.873731657459586;-0.61632001818301;0
AirChina;Var 3;0.0507318705926693;0.0462297909214033;-0.0384979903679306;0.0270686867596154;0.0101056225819085;0.0385849238268866;0.913488303419126;0.378928875854707;0.691800773335676;1
AirChina;Var 4;-0.0259448283710512;-0.133024326858554;0.0175572999873755;0.0398391730886166;0.0206396900202042;-0.00364674027320772;-0.734937689782895;-0.0806137308111545;1.54486463131034;1
AirChina;Var 5;0.0225582074706399;0.0516231390006432;-0.0781201902532177;0.0262559684537684;-0.00616922400107562;0.0196633077253526;2.36644312498658;-0.162012583820446;-6.26404507210665;1
