Company;Var;Sales/Revenue;Cost of Goods Sold (COGS) incl. D&A;Short term Debt;Long Term Debt;Total Assets/Liabilities;Total Equity;Net Operating Cash Flow;Net Investing CashFlow;FreeCashFlow;Variation EPS année suivante(+ =>1 & - =>0)
Casino;Var 2019_2020;-0.078885842112859;-0.0806015362977388;-0.125242091672046;-0.132221518541975;-0.151524424168243;-0.302881135080353;2.34444444444444;-13.5625;2.91549295774648;1
Casino;Var 2020_2021;-0.042711205815994;-0.0342041264611281;0.0103321033210332;0.0529516704508596;0.000721287826628635;-0.112772585669782;-0.490365448504983;-1.36266094420601;-1.31862745098039;1
Total;Var 2018_2019;0.00907372400756144;0.0103407821621508;0.0665292096219931;0.212368960802188;0.0839681401902862;0.028667382867319;0.0532976741964755;-0.210671718367669;0.193752594437526;0
Total;Var 2019_2020;-0.33317245715084;-0.27589851273458;0.190746230184302;0.156136187410418;-0.10662959144696;-0.184240485487134;-0.411244615733394;0.240318164037032;-0.691993393027906;1
Total;Var 2020_2021;0.487600708530941;0.308850500763388;-0.158025760363676;-0.115132916023088;0.186406936756349;0.166337958317475;0.981363111282249;0.0557844146927566;3.31414055884843;1
Safran;Var 2018_2019;0.19372175980975;0.13242613576194;1.00738310090238;-0.0566893424036281;0.0538650910881339;0.0363385090643037;0.0240963855421687;0.681258941344778;0.0454746136865342;0
Safran;Var 2019_2020;-0.337357558371185;-0.272782531444335;-0.371475275847977;0.204059829059829;-0.0765511119416931;0.000156887354879197;-0.406677265500795;0.282764811490126;-0.409628378378378;0
Safran;Var 2020_2021;-0.090072755697192;-0.0900147881437665;-0.499349804941482;0.202528837622005;0.0552730768257823;0.0407843137254902;0.305466237942122;0.0763454317897372;0.465665236051502;0
SopraSteria;Var 2018_2019;0.0827838827838828;0.109925925925926;-0.512359550561798;1.22485207100592;0.139919759277834;0.0699774266365688;0.849241748438894;0.508112724167378;1.12587412587413;0
SopraSteria;Var 2019_2020;-0.0385656292286874;-0.0173518419647624;-0.506912442396313;0.0518617021276596;-0.00197976242850858;0.0161744022503516;-0.0537867824409069;-0.140625;-0.0715460526315789;1
SopraSteria;Var 2020_2021;0.0985221674876847;0.091279543602282;-0.102803738317757;-0.0670037926675095;0.0515759312320917;0.173702422145329;0.167728778995667;-0.104261796042618;0.191319751992914;1
Veolia;Var 2018_2019;0.0477052907402412;0.0537014842813681;0.194843002703265;-0.0275899377873952;0.0438998320354253;0.0105653912050257;0.0819929384072185;0.787987987987988;0.015962441314554;0
Veolia;Var 2020_2021;0.0960399846212995;0.0804696319710996;0.195845697329377;0.00715297450424929;0.170024689180848;0.629108723135272;0.257512520868114;0.827192276749799;0.63151207115629;1
Ipsen;Var 2018_2019;0.157752808988764;0.0748898678414097;1.90049751243781;1.21502590673575;0.275392360082914;-0.0488334237655996;0.0994920301278683;-3.21910317170981;0.0425026968716289;1
Ipsen;Var 2019_2020;0.0062111801242236;0.00614754098360656;-0.353344768439108;-0.108771929824561;0.00139308103087996;0.217341699942955;0.22877170622909;0.858550073446816;0.427773178807947;1
Ipsen;Var 2020_2021;0.0196759259259259;-0.105906313645621;-0.750663129973475;-0.12992125984252;0.157199165314166;0.283036551077788;0.130299494360171;-1.02810018326206;0.136541527757646;1
Micropole;Var 2019_2020;-0.0368564438043346;-0.031421621023921;-0.28367816091954;-0.0755473985231978;0.00690699485011036;-0.0282361499291703;1.3389266599161;0.185534591194969;1.88592140404426;1
Micropole;Var 2020_2021;0.100054049184758;0.086734402648553;0.0679075738125802;-0.0842605845145205;-0.00766120451159821;0.0182022339105254;-0.558970870183685;-0.547619047619048;-0.650978318350079;0
KKO;Var 2017_2018;-0.136674259681093;-0.109568304014199;0.158862343572241;4.8875;0.459176922059018;0.108311052960919;0.205336284273946;-1.42920353982301;-0.0266203703703704;1
KKO;Var 2018_2019;0.907211961301671;0.024621878297573;-0.158878504672897;-0.999613974136267;0.27657366262608;2.56731509521121;-0.510134612409098;0.381400526209269;-0.209148987052031;1
Covivio;Var 2018_2019;0.0103011093502377;0;-0.0146500271296799;0.0119344689161332;0.0550511247443763;0.0880436696601514;-0.16663074848634;3.15234033058135;0.665353438851188;0
Covivio;Var 2019_2020;-0.189019607843137;0;0.0115638766519824;0.151602873378364;0.0643122964800744;0.0169930409451368;-0.395115959274034;-3.73876273450428;-1.79742178532537;1
Covivio;Var 2020_2021;0.0251450676982592;0;-0.0332063146434404;-0.0361232659901313;0.0309233290839556;0.0839433481858689;0.55885470979222;1.29588654588655;0.446377970428976;1
Believe;Var 2018_2019;0.657333932644685;0.629536176187056;0;0.166666666666667;0.524547803617571;4.02857142857143;0.101282329928276;0.00740268425063374;-0.694731042772714;0
Believe;Var 2019_2020;0.118855346868426;0.124844163166128;0;1.07142857142857;0.11864406779661;-0.136363636363636;-1.16525228603381;0.14870348609479;-7.51058244462674;0
Believe;Var 2020_2021;0.307481276420296;0.35351028908263;-0.777777777777778;-0.767241379310345;0.383333333333333;1.66447368421053;-0.994028662420382;-0.366934148047263;0.07471901617862;0
CoMontBlanc;Var 2019_2020;-0.0450911676570674;-0.0409401940696641;0.122655406068938;0.132508052801112;0.0752779568034423;0.0856174465139593;0.76513879284797;0.124553172475424;1.05528216940634;1
CoMontBlanc;Var 2020_2021;-0.75537731634151;-0.236509728044717;-0.012202589223233;0.145878645920473;0.160119411282687;0.180889423076923;-0.498223130089263;1.67989451745991;-1.93844696969697;0
CoIFE;Var 2019_2020;-0.0718816414167627;-0.0631464404483653;2.24958263772955;-0.102847484072292;0.0389301879783726;-0.0346026942395393;0.0989399293286219;0.123660946437858;0.95180415657274;1
CoIFE;Var 2020_2021;0.119089945844125;0.0813407053162427;-0.424779518794417;-0.0361594202898551;0.0131408190831001;0.086195073634256;-0.359574232176516;-0.157607405649181;-12.3015873015873;1
Darmatex;Var 2019_2020;0.113559924689753;0.0661811195779181;-0.670818370100135;0.0520247691747304;0.015369559976628;0.532853959697586;1.02333840690005;0.732794544765753;1.32038304842707;0
Darmatex;Var 2020_2021;-0.059120127303849;-0.0211670449777854;0.604028976305232;-0.0200367314987656;0.033074646325833;-0.00216458460288442;-1.29331327315279;-2.16056238185255;-1.45355319842161;0
HydrogenRef;Var 2019_2020;-0.514853358561968;-0.361074705111402;0.197104677060134;-0.0455560518088432;-0.22157665390202;-1.42978723404255;-1.96585365853659;-1.6;-4.01298701298701;1
Nexans;Var 2018_2019;0.0444545248355636;0.0464354001638896;-0.63355408388521;0.186375321336761;-0.000390701308849385;-0.0848573518653987;0.148148148148148;-0.465408805031447;-0.208333333333333;1
Nexans;Var 2019_2020;0.298371335504886;0.378752283998956;2.68072289156627;-0.258938244853738;-0.897791674809459;0.00399680255795364;0.657258064516129;0.545064377682403;9.31578947368421;1
Nexans;Var 2020_2021;0.23331660812845;0.228133282847406;-0.531914893617021;0.0760233918128655;9.68260038240918;0.165605095541401;-0.124087591240876;-1.00943396226415;-0.153061224489796;1
Qwamplify;Var 2018_2019;0.0534961538299246;-0.0830380987382089;-0.000704970038773312;-0.339432460956492;-0.0327268710377288;0.0995029564665263;0.901048359824146;1.00569127883172;1.03593474426808;1
Qwamplify;Var 2020_2021;0.211148107330723;0.143580430356062;-0.623711799140828;-0.357511139401655;-0.0690127739305473;0.118040535404559;1.07859676783603;-1.07369424677922;1.0286758281039;0
LISI;Var 2018_2019;-0.289017341040462;-0.24421768707483;-0.0479452054794521;-0.230582524271845;-0.0709645177411294;-0.0303623898139079;-0.166320032983646;0.39757238172085;0.0884544041710533;1
LISI;Var 2019_2020;-0.0536585365853659;-0.0702070207020702;0.107913669064748;0.0126182965299685;0.034965034965035;0.0636363636363636;-0.365653024441709;-0.85067834202264;-0.550429728161242;1
LISI;Var 2020_2021;0.224226804123711;0.207163601161665;-0.396103896103896;0.0218068535825545;0.038981288981289;0.0617283950617284;0.114959156625462;0.138023346303502;-0.62791984263585;0
Telematics;Var 2018_2019;0.105303612605688;0.340583355632861;-0.246752411575563;0.221607454863133;0.202171955885663;0.429926032128776;0.0442472534106001;-1.24278416347382;0.00521330027338026;0
Telematics;Var 2019_2020;0.202005709684503;0.187505988310817;-0.822078032954837;0.251668653158522;0.242209220688041;0.655675318460452;0.505000289034048;0.449234098285975;0.581746885080008;0
Telematics;Var 2020_2021;0.0946494037976688;0.123305631757302;12.5513435700576;3.09946198162167;0.769131643795356;-0.0735107905747633;-0.711426925292875;-7.85028949545079;-0.887120636570834;0
MALT;Var 2021_2022;0.148564674096589;0.205820696080715;2.54285714285714;-0.766666666666667;0.172640705411873;0.0863288989527314;-0.993604037723124;-0.154545454545455;-1.03027241808937;1
MarocTel;Var 2019_2020;0.00690089547334118;-0.0156916043738803;0.0577405857740586;0.136428913355673;-0.020215571078318;0.0428669624445416;-0.292831105710814;0.520339943342776;-0.0772032046613256;1
MarocTel;Var 2020_2021;-0.0266256901193941;-0.0556078579049771;-0.189873417721519;-0.206613310867734;-0.0276676109537299;0.126550422433939;0.228045055364643;-0.254193243562485;0.195737963693765;0
MarocTel;Var 2021_2022;-0.00164850516904163;0.000731042732770652;0.099365234375;0.148128484204938;0.060664918584701;-0.0424977394819425;-0.128099494753206;-0.403842531550198;-0.452937293729373;1
